sha,file
f43ba7e0052da1059f6cb144334c0436ea752a0e,scripts/sync-streeling.mjs
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/index.mdx
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/audio-engineering/aud-001-eq-compression-order.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/audio-engineering/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/cognitive-science/cog-001-your-brain-lies-to-you.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/cognitive-science/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/computer-science/cs-001-thinking-algorithmically.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/computer-science/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/cybernetics/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/data-visualization/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/futurology/fut-001-thinking-about-tomorrow.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/futurology/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/guitar-acoustics/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/guitar-alchemist-academy/gaa-001-your-first-chord.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/guitar-alchemist-academy/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/guitar-studies/gtr-001-the-fretboard-map.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/guitar-studies/gtr-002-caged-geometry.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/guitar-studies/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/information-theory/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/journal.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/mathematics/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/mathematics/mat-001-proof-strategies.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/music/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/music/mus-001-what-is-a-chord.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/musicology/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/musicology/mcl-001-how-music-evolves.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/network-science/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/philosophy/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/philosophy/phi-001-how-to-argue-well.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/physics/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/physics/phy-001-science-of-guitar-sound.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/product-management/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/product-management/pm-001-shipping-vs-talking.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/psychohistory/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/psychohistory/psy-001-intro-fractal-compounding.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/semiotics/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/visual-computing/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/world-music-languages/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/fr/streeling/world-music-languages/wml-001-guitar-around-the-world.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/index.mdx
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/audio-engineering/aud-001-eq-compression-order.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/audio-engineering/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/cognitive-science/cog-001-your-brain-lies-to-you.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/cognitive-science/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/computer-science/cs-001-governing-agentic-loops.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/computer-science/cs-001-thinking-algorithmically.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/computer-science/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/cybernetics/cyb-001-vsm-ai-governance-mapping.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/cybernetics/cyb-002-active-dampening-cross-repo-oscillation.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/cybernetics/cyb-003-measuring-variety-ratio-quantitatively.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/cybernetics/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/data-visualization/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/futurology/fut-001-thinking-about-tomorrow.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/futurology/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/guitar-acoustics/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/guitar-alchemist-academy/gaa-001-your-first-chord.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/guitar-alchemist-academy/gaa-002-training-your-ear.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/guitar-alchemist-academy/gaa-003-improvisation-foundations.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/guitar-alchemist-academy/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/guitar-studies/gtr-001-the-fretboard-map.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/guitar-studies/gtr-002-caged-geometry.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/guitar-studies/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/information-theory/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/information-theory/inf-001-entropy-of-governance.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/journal.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/mathematics/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/mathematics/mat-001-proof-strategies.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/music/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/music/mus-001-what-is-a-chord.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/music/mus-002-beyond-tonality.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/music/mus-003-functional-harmony.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/music/mus-004-rhythm-and-groove.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/music/mus-005-jazz-harmony.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/music/mus-006-the-scale-universe.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/musicology/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/musicology/mcl-001-how-music-evolves.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/musicology/mcl-002-musical-form.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/network-science/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/network-science/net-001-scale-free-tool-networks.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/philosophy/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/philosophy/phi-001-how-to-argue-well.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/physics/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/physics/phy-001-science-of-guitar-sound.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/product-management/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/product-management/pm-001-shipping-vs-talking.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/psychohistory/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/psychohistory/psy-001-intro-fractal-compounding.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/psychohistory/psy-002-governance-phase-transitions.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/semiotics/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/semiotics/sem-001-signs-in-governance.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/visual-computing/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/world-music-languages/index.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/content/docs/streeling/world-music-languages/wml-001-guitar-around-the-world.md
f43ba7e0052da1059f6cb144334c0436ea752a0e,src/streeling-sidebar.json
f43ba7e0052da1059f6cb144334c0436ea752a0e,streeling.lock.json
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,.github/workflows/rust-examples.yml
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,AGENTS.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,README.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,astro.config.mjs
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,code/rust-for-csharp-java/.gitignore
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,code/rust-for-csharp-java/Cargo.lock
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,code/rust-for-csharp-java/Cargo.toml
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,code/rust-for-csharp-java/bash.exe.stackdump
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,code/rust-for-csharp-java/examples/l02_types.rs
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,code/rust-for-csharp-java/examples/l03_ownership.rs
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,code/rust-for-csharp-java/examples/l04_borrowing.rs
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,code/rust-for-csharp-java/src/lib.rs
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/fr/index.mdx
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/fr/rust-for-csharp-java/01-toolchain-and-cargo.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/fr/rust-for-csharp-java/02-types-mutability-expressions.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/fr/rust-for-csharp-java/03-ownership-and-moves.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/fr/rust-for-csharp-java/04-borrowing-and-strings.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/fr/rust-for-csharp-java/index.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/fr/rust-for-csharp-java/journal.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/index.mdx
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/rust-for-csharp-java/01-toolchain-and-cargo.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/rust-for-csharp-java/02-types-mutability-expressions.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/rust-for-csharp-java/03-ownership-and-moves.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/rust-for-csharp-java/04-borrowing-and-strings.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/rust-for-csharp-java/index.md
a79c0bcd42878d581d8b3853217b61eea0d8cc9f,src/content/docs/rust-for-csharp-java/journal.md
f834dcf298206efddfa70d4f5478f733a4547277,.gitignore
f834dcf298206efddfa70d4f5478f733a4547277,code/rust-for-csharp-java/bash.exe.stackdump
4715f83eb53acdd9970f2797e185db21c3f4f443,src/content/docs/fr/wsl-containers/journal.md
4715f83eb53acdd9970f2797e185db21c3f4f443,src/content/docs/wsl-containers/journal.md
4d29ba02e785e2ae04c76719d12ac766854170b9,README.md
4d29ba02e785e2ae04c76719d12ac766854170b9,code/rust-for-csharp-java/examples/l05_structs_enums.rs
4d29ba02e785e2ae04c76719d12ac766854170b9,code/rust-for-csharp-java/examples/l06_option_result.rs
4d29ba02e785e2ae04c76719d12ac766854170b9,code/rust-for-csharp-java/examples/l07_traits_generics.rs
4d29ba02e785e2ae04c76719d12ac766854170b9,code/rust-for-csharp-java/examples/l08_collections_iterators.rs
4d29ba02e785e2ae04c76719d12ac766854170b9,code/rust-for-csharp-java/src/lib.rs
4d29ba02e785e2ae04c76719d12ac766854170b9,src/content/docs/fr/rust-for-csharp-java/05-structs-enums-match.md
4d29ba02e785e2ae04c76719d12ac766854170b9,src/content/docs/fr/rust-for-csharp-java/06-option-result.md
4d29ba02e785e2ae04c76719d12ac766854170b9,src/content/docs/fr/rust-for-csharp-java/07-traits-and-generics.md
4d29ba02e785e2ae04c76719d12ac766854170b9,src/content/docs/fr/rust-for-csharp-java/08-collections-and-iterators.md
4d29ba02e785e2ae04c76719d12ac766854170b9,src/content/docs/fr/rust-for-csharp-java/index.md
4d29ba02e785e2ae04c76719d12ac766854170b9,src/content/docs/fr/rust-for-csharp-java/journal.md
4d29ba02e785e2ae04c76719d12ac766854170b9,src/content/docs/rust-for-csharp-java/05-structs-enums-match.md
4d29ba02e785e2ae04c76719d12ac766854170b9,src/content/docs/rust-for-csharp-java/06-option-result.md
4d29ba02e785e2ae04c76719d12ac766854170b9,src/content/docs/rust-for-csharp-java/07-traits-and-generics.md
4d29ba02e785e2ae04c76719d12ac766854170b9,src/content/docs/rust-for-csharp-java/08-collections-and-iterators.md
4d29ba02e785e2ae04c76719d12ac766854170b9,src/content/docs/rust-for-csharp-java/index.md
4d29ba02e785e2ae04c76719d12ac766854170b9,src/content/docs/rust-for-csharp-java/journal.md
1adf60f7ec6fd0025fbfce79bd8f2744e623b131,src/content/docs/fr/wsl-containers/journal.md
1adf60f7ec6fd0025fbfce79bd8f2744e623b131,src/content/docs/wsl-containers/journal.md
afe6ef4c7468ad72378a98f6d4c7a1865394a35d,src/content/docs/fr/wsl-containers/journal.md
afe6ef4c7468ad72378a98f6d4c7a1865394a35d,src/content/docs/wsl-containers/journal.md
bd9249eb94bf1520b35864a7e5abf1f4ce70909f,src/content/docs/fr/wsl-containers/journal.md
bd9249eb94bf1520b35864a7e5abf1f4ce70909f,src/content/docs/wsl-containers/journal.md
9d3344b2a8ad99f4aa7d5ce368eae5cc1d168f89,src/content/docs/fr/wsl-containers/journal.md
9d3344b2a8ad99f4aa7d5ce368eae5cc1d168f89,src/content/docs/wsl-containers/journal.md
f84a44ed4ad19d03e88d35be547160f29efb4222,src/content/docs/fr/wsl-containers/journal.md
f84a44ed4ad19d03e88d35be547160f29efb4222,src/content/docs/wsl-containers/journal.md
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,.github/workflows/rust-examples.yml
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/Cargo.lock
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/Cargo.toml
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/examples/l09_lifetimes.rs
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/examples/l10_modules.rs
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/examples/l11_smart_pointers.rs
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/examples/l12_threads.rs
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/l10-workspace/Cargo.lock
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/l10-workspace/Cargo.toml
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/l10-workspace/app/Cargo.toml
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/l10-workspace/app/src/main.rs
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/l10-workspace/geometry/Cargo.toml
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/l10-workspace/geometry/src/lib.rs
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/l10-workspace/geometry/src/shapes.rs
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/l10-workspace/geometry/src/units.rs
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,code/rust-for-csharp-java/src/lib.rs
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,src/content/docs/fr/rust-for-csharp-java/09-lifetimes.md
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,src/content/docs/fr/rust-for-csharp-java/10-modules-crates-workspaces.md
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,src/content/docs/fr/rust-for-csharp-java/11-smart-pointers.md
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,src/content/docs/fr/rust-for-csharp-java/12-threads-and-concurrency.md
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,src/content/docs/fr/rust-for-csharp-java/index.md
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,src/content/docs/fr/rust-for-csharp-java/journal.md
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,src/content/docs/rust-for-csharp-java/09-lifetimes.md
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,src/content/docs/rust-for-csharp-java/10-modules-crates-workspaces.md
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,src/content/docs/rust-for-csharp-java/11-smart-pointers.md
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,src/content/docs/rust-for-csharp-java/12-threads-and-concurrency.md
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,src/content/docs/rust-for-csharp-java/index.md
00f2ca4afc711e4e01e4345bbe8a7ec8120befcc,src/content/docs/rust-for-csharp-java/journal.md
95a42daa36c4353c0b5282461469a891edf30e7e,AGENTS.md
95a42daa36c4353c0b5282461469a891edf30e7e,README.md
95a42daa36c4353c0b5282461469a891edf30e7e,astro.config.mjs
95a42daa36c4353c0b5282461469a891edf30e7e,src/content/docs/fr/index.mdx
95a42daa36c4353c0b5282461469a891edf30e7e,src/content/docs/index.mdx
6145ed718b8f70b2878eb56e09a8f2c0253aea77,AGENTS.md
6145ed718b8f70b2878eb56e09a8f2c0253aea77,README.md
6145ed718b8f70b2878eb56e09a8f2c0253aea77,astro.config.mjs
6145ed718b8f70b2878eb56e09a8f2c0253aea77,src/content/docs/fr/index.mdx
6145ed718b8f70b2878eb56e09a8f2c0253aea77,src/content/docs/index.mdx
d20097c5fd8a3146d4b3cfd319fee6d07ec246bd,src/content/docs/fr/wsl-containers/journal.md
d20097c5fd8a3146d4b3cfd319fee6d07ec246bd,src/content/docs/wsl-containers/journal.md
6739492ecf2813f5240fb83c22e34a757104235d,.github/workflows/rust-examples.yml
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/Cargo.lock
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/Cargo.toml
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l02_types.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l03_ownership.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l04_borrowing.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l05_structs_enums.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l06_option_result.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l07_traits_generics.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l08_collections_iterators.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l09_lifetimes.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l10_modules.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l11_smart_pointers.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l12_threads.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l13_async.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/examples/l15_macros_unsafe.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/l10-workspace/app/src/main.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/l10-workspace/geometry/src/shapes.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/l14-testing/Cargo.lock
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/l14-testing/Cargo.toml
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/l14-testing/src/lib.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/l14-testing/tests/checkout.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/l15-ffi/Cargo.lock
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/l15-ffi/Cargo.toml
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/l15-ffi/dotnet/.gitignore
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/l15-ffi/dotnet/PricingClient.csproj
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/l15-ffi/dotnet/Program.cs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/l15-ffi/src/lib.rs
6739492ecf2813f5240fb83c22e34a757104235d,code/rust-for-csharp-java/src/lib.rs
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,.github/workflows/wsl-containers-examples.yml
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,code/wsl-containers/csharp-api/.dockerignore
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,code/wsl-containers/csharp-api/.gitignore
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,code/wsl-containers/csharp-api/Containerfile
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,code/wsl-containers/csharp-api/CsharpApi.csproj
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,code/wsl-containers/csharp-api/Program.cs
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,code/wsl-containers/csharp-api/appsettings.json
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,code/wsl-containers/java-reactor-api/.dockerignore
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,code/wsl-containers/java-reactor-api/.gitignore
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,code/wsl-containers/java-reactor-api/Containerfile
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,code/wsl-containers/java-reactor-api/pom.xml
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,code/wsl-containers/java-reactor-api/src/main/java/dev/learn/reactorapi/JavaReactorApiApplication.java
9f5d4c83df72c10a53aeef4fbceba0ba222bfc17,code/wsl-containers/java-reactor-api/src/main/resources/application.properties
